Time Period,Page,Title,Visits,Views,Average Time Viewed (seconds)
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-rpie.page,Real Property Income and Expense (RPIE) Statements,2841,3874,151.47999999999999
Jan-16,http://www1.nyc.gov/assets/dsny/about/press-releases/pr2016/press-release-2016.shtml,DSNY - About - Press Releases,2833,3702,42.36
Jan-16,http://www.nyc.gov/html/nypd/html/missing_persons/missing_persons.shtml,NYPD - Crime Prevention,2821,5676,20.67
Jan-16,http://www1.nyc.gov/site/buildings/industry/registrants.page,Registrants,2804,4088,19.7
Jan-16,http://www1.nyc.gov/nycbusiness/description/food-protection-certificate/apply,"Business | City of New York, Food Protection Certificate,food, handling, restaurant, cook",2800,3889,162.26
Jan-16,http://www.nyc.gov/html/doi/html/marshals/evictions.shtml,Marshals Evictions FAQ - Marshals - Department of Investigation,2799,3256,264.39999999999998
Jan-16,http://www.nyc.gov/html/dob/html/development/find.shtml,Department of Buildings,2797,4005,175.21
Jan-16,http://www.nyc.gov/html/cau/html/cb/manhattan.shtml,CAU - Find Your Community Board - Manhattan Community Boards,2792,3812,180.58
Jan-16,http://www.nyc.gov/html/doh/html/contact/contact-us.shtml,Contact DOHMH,2789,4161,72.86
Jan-16,http://www1.nyc.gov/office-of-the-mayor/news/091-16/mayor-de-blasio-issues-storm-response-update/,Mayor de Blasio Issues Storm Response Update | City of New York,2779,3022,130.81
Jan-16,http://www1.nyc.gov/assets/finance/jump/property_charges.html,NYCServ - Outstanding Property Charges,2778,3535,224.27
Jan-16,http://www.nyc.gov/html/doh/html/licenses/permit.shtml,"License, Permit and Course Information",2776,3918,76.53
Jan-16,http://www.nyc.gov/html/dcas/html/work/direct_center.shtml,DCAS - Work for the City - Travel Directions to NYC Exam Applications Center,2773,3425,126.57
Jan-16,http://www.nyc.gov/html/ccrb/html/home/home.shtml,Civilian Complaint Review Board,2770,3532,73.25
Jan-16,http://www1.nyc.gov/site/dca/about/overview.page,DCA - About - Overview,2766,3636,41.25
Jan-16,http://www1.nyc.gov/site/planning/zoning/about-zoning.page,About Zoning,2760,4352,35.549999999999997
Jan-16,http://www1.nyc.gov/site/hra/locations/hasa-locations.page,HRA - HASA Locations,2759,3473,90.5
Jan-16,http://www.nyc.gov/html/opa/html/faqs/tax_related.shtml,Office of Payroll Administration,2755,3251,191.21
Jan-16,http://www1.nyc.gov/assets/dsny/zerowaste/residents/what-to-recycle-for-residents.shtml,DSNY - Zero Waste - What To Recycle for Residents,2737,3310,142.04
Jan-16,http://www1.nyc.gov/site/dhs/permanency/rental-assistance.page,DHS - Rental Assistance,2735,4348,65.83
Jan-16,http://www1.nyc.gov/nyc-resources/faq/334/how-do-i-apply-for-universal-pre-kindergarten-upk,How do I apply for Universal Pre-Kindergarten (UPK)? | City of New York,2732,3810,89.68
Jan-16,http://www.nyc.gov/html/taxcomm/html/home/home.shtml,Tax Commission - Home,2731,3884,53.82
Jan-16,http://www.nyc.gov/html/dep/html/customer_assistance/wsbillfaq.shtml,Water and Sewer Bills Frequently Asked Questions,2729,3134,136.68
Jan-16,http://www1.nyc.gov/booker/service/nyc-resources/service/2549/noise-from-club-or-bar,311 Booker: Noise from Club or Bar,2727,2857,4.21
Jan-16,http://www1.nyc.gov/site/finance/benefits/property-benefit-forms/benefits-forms-property-owners-condo-coop.page,Forms for Cooperative and Condominium Developments and Owners,2720,4631,92.17
Jan-16,http://www.nyc.gov/html/doc/html/job/job_opp_civil_health.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,2713,3417,23.36
Jan-16,http://www1.nyc.gov/office-of-the-mayor/news/985-15/mayor-de-blasio-tentative-contract-agreement-correction-officers-benevolent,Mayor Announces Tentative Contract Agreement with Correction Officers' Benevolent Association | City of New York,2712,3134,384.5
Jan-16,http://www1.nyc.gov/site/hra/help/employment-services.page,HRA - Employment Services,2705,3477,70.930000000000007
Jan-16,http://www.nyc.gov/html/law/html/careers/careers.shtml,New York City Law Department - Careers,2702,3580,24.92
Jan-16,http://www.nyc.gov/html/prob/html/contact/contact.shtml,Probation - Contact Probation,2700,3385,159.41999999999999
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-other-agency-charges.page,property-other-agency-charges,2700,3063,30.47
Jan-16,http://www.nyc.gov/html/opa/html/faqs/faqs.shtml,Office of Payroll Administration,2692,3358,117.56
Jan-16,http://www1.nyc.gov/site/buildings/industry/applications-forms.page,Buildings - Licensing Forms,2690,5047,138.83000000000001
Jan-16,http://www.nyc.gov/html/omb/html/publications/publications.shtml,Budget Publications - NYC Office of Management & Budget,2677,4037,52.07
Jan-16,http://www1.nyc.gov/nyc-resources/faq/325/how-do-i-apply-for-a-job-as-a-test-monitor-for-nyc-civil-service-exams,How do I apply for a job as a test monitor for NYC Civil Service Exams? | City of New York,2674,3617,17.37
Jan-16,http://www.nyc.gov/html/cchr/html/law/gender-identity-legalguidance.shtml,Commission on Human Rights - Gender Identity/Gender Expression - Legal Guidance,2674,3023,242.36
Jan-16,http://www.nyc.gov/html/fdny/html/units/fire_prevention/fire_prev_index.shtml,FDNY Bureau of Fire Prevention,2673,4625,56.73
Jan-16,http://www1.nyc.gov/site/olr/labor/labor-recent-agreements.page,labor-recent-agreements,2672,5317,118.22
Jan-16,http://www.nyc.gov/html/dot/html/motorist/truckrouting.shtml,NYC DOT - Truck Routing,2671,3574,74.09
Jan-16,http://www.nyc.gov/html/tlc/html/industry/vehicle_appointment_request_new_veh_lic.shtml,NYC Taxi & Limousine Commission - Vehicle Appointment Request,2669,4678,20.309999999999999
Jan-16,http://www1.nyc.gov/site/finance/taxes/personal-income-tax-and-non-resident-employees.page,personal-income-tax-and-non-resident-employees,2660,3197,158.11000000000001
Jan-16,http://www.nyc.gov/html/tlc/html/faq/faq_licenses.shtml,NYC Taxi & Limousine Commission - FAQs - Licenses,2652,2916,6.9
Jan-16,http://www.nyc.gov/html/dot/html/contact/contact-form.shtml,NYC DOT - Contact DOT,2648,3606,198.81
Jan-16,http://www.nyc.gov/html/dot/html/ferrybus/ferrybus.shtml,NYC DOT - Ferries & Buses,2648,3248,43.89
Jan-16,http://www.nyc.gov/html/doi/html/opportunities/current.shtml,Current Job Postings - Job Opportunities - Department of Investigation,2641,3735,39.92
Jan-16,http://www1.nyc.gov/nyc-resources/faq/323/does-nyc-have-noise-rules,Does NYC have noise rules? | City of New York,2625,4400,13.67
Jan-16,http://www1.nyc.gov/site/doh/business/health-academy.page,Health Academy,2625,3899,54.29
Jan-16,http://www1.nyc.gov/site/doh/business/food-operators/the-inspection-process.page,The Inspection Process,2625,5334,33.53
Jan-16,http://www1.nyc.gov/site/floodmaps/,Flood Maps,2623,3689,61.13
Jan-16,http://www.nyc.gov/html/opa/html/transportation_benefits/premium_transitchek_metrocard_plan_info.shtml,Office of Payroll Administration-Park-n-Ride Plan Information,2621,3194,238.35
Jan-16,http://www.nyc.gov/html/dot/html/ferrybus/ferintro.shtml,NYC DOT - Ferry Information,2618,3163,114.36
Jan-16,http://www1.nyc.gov/nyc-resources/categories/housing-development/private-homeowner-resources/,Private Homeowner Resources | City of New York,2618,3624,52.75
Jan-16,http://www.nyc.gov/html/dot/html/about/current-projects.shtml,NYC DOT - Current Projects,2616,3868,207.57
Jan-16,http://www1.nyc.gov/nyc-resources/service/1217/vehicle-blocking-driveway-complaint,Vehicle Blocking Driveway Complaint | City of New York,2614,4045,47.14
Jan-16,http://www1.nyc.gov/site/dhs/permanency/linc-program.page,DHS - LINC Program,2614,4816,98.7
Jan-16,http://www.nyc.gov/html/doc/html/job/job_opp_civil_community.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,2609,3234,14.46
Jan-16,http://www1.nyc.gov/site/nycha/residents/resources.page,NYCHA - Resources,2602,3530,21.31
Jan-16,http://www1.nyc.gov/site/finance/taxes/challenge-your-assessment.page,Challenge Your Assessment,2598,3620,83.22
Jan-16,http://www1.nyc.gov/nyc-resources/service/2656/unclaimed-funds,Unclaimed Funds | City of New York,2595,3479,133.83000000000001
Jan-16,http://www1.nyc.gov/site/nycha/about/developments/bronx.page,NYCHA - Bronx,2594,5566,114.97
Jan-16,http://www1.nyc.gov/site/finance/taxes/business-general-corporation-tax-gct.page,business-general-corporation-tax-gct,2591,3333,90.31
Jan-16,http://www.nyc.gov/html/doc/html/faq/faq.shtml,FAQs - Department of Correction,2588,3716,44.91
Jan-16,http://www.nyc.gov/html/dep/html/forms_and_permits/index.shtml,DEP - Forms,2586,3656,39.1
Jan-16,http://www.nyc.gov/html/imm/html/home/home.shtml,Mayor's Office of Immigrant Affairs,2580,4115,79.19
Jan-16,http://www1.nyc.gov/site/dca/businesses/licenses-renew.page,DCA - Businesses - Licenses - Renew,2576,4637,153.27000000000001
Jan-16,http://www.nyc.gov/html/nypd/html/precincts/precinct_014.shtml,NYPD - Precincts,2576,3038,99.55
Jan-16,http://www.nyc.gov/html/dcp/html/about/joblist.shtml,Employment Opportunities - New York City Department of City Planning,2564,4374,116.25
Jan-16,http://www.nyc.gov/html/dcas/html/work/program_info.shtml,DCAS - Work for the City - The Urban Fellows Program ~ Program Information,2560,3167,132.31
Jan-16,http://www.nyc.gov/html/nypd/html/administration/mission.shtml,NYPD Mission,2554,3099,89.41
Jan-16,http://www1.nyc.gov/site/hra/help/health-assistance.page,HRA - Health Assistance,2550,3413,72.319999999999993
Jan-16,http://www1.nyc.gov/site/finance/about/contact-by-email/contact-technical-property-questions.page,Contact Us - Technical Property Questions,2547,3238,80.62
Jan-16,http://www1.nyc.gov/site/olr/about/about-olr.page,About,2544,3231,38.93
Jan-16,http://www1.nyc.gov/site/buildings/business/building-permits.page,Buildings - Building Permits,2539,3430,27.35
Jan-16,http://www1.nyc.gov/site/acs/child-welfare/meet-our-kids.page,ACS - Meet Our Kids,2532,4273,101.87
Jan-16,http://www1.nyc.gov/jobs/career-resources.page,Jobs | Career Resources | City of New York,2530,4373,120.01
Jan-16,http://www.nyc.gov/html/doc/html/inmate-information/vine.shtml,City of New York Department of Correction,2521,3215,80.040000000000006
Jan-16,http://www1.nyc.gov/nyc-resources/service/2179/parking-and-camera-violations-refund-form,Parking and Camera Violations Refund Form | City of New York,2513,2888,27.66
Jan-16,http://www.nyc.gov/html/nypd/html/precincts/precinct_001.shtml,NYPD - Precincts,2512,2921,71.75
Jan-16,http://www.nyc.gov/html/tlc/html/about/medallion_transfers.shtml,NYC Taxi & Limousine Commission - Transfers,2511,5417,104.97
Jan-16,http://www1.nyc.gov/site/finance/taxes/business-forms/business-forms-unincorporated-business-tax-ubt.page,Current Unincorporated Business Tax (UBT) Forms,2508,3297,210.3
Jan-16,http://www.nyc.gov/html/dcas/html/about/service.shtml,DCAS - About DCAS - Lines of Service,2506,3213,102.66
Jan-16,http://www.nyc.gov/html/nypd/html/precincts/precinct_018.shtml,NYPD - Precincts,2499,3000,93.28
Jan-16,http://www1.nyc.gov/site/hpd/renters/complaints-and-inspections.page,HPD - Renters - Complaints and Inspections,2498,3404,105.8
Jan-16,http://www1.nyc.gov/assets/dsny/zerowaste/residents/safe-disposal-events.shtml,DSNY - Zero Waste - Safe Disposal Events,2486,3028,79.38
Jan-16,http://www.nyc.gov/html/tlc/html/industry/current_licensees_opendata.shtml,NYC Taxi & Limousine Commission - Current licensees list on OpenData,2485,3104,247.04
Jan-16,http://www1.nyc.gov/site/doitt/about/careers.page,DoITT - Careers,2485,6372,30.25
Jan-16,http://www.nyc.gov/html/doc/html/job/job_opp_civil_communications.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,2476,2787,7.77
Jan-16,http://a858-login.nyc.gov/osp/a/t1/auth/app,Welcome | NYC Identity Management,2467,3915,82.34
Jan-16,http://www1.nyc.gov/site/buildings/about/acronym-glossary.page,Acronym Glossary,2467,3456,99.38
Jan-16,http://www1.nyc.gov/site/finance/taxes/corporate-tax-reform.page,NYC Corporate Tax Reform,2456,3282,91.86
Jan-16,http://www.nyc.gov/html/tlc/html/industry/shl.shtml,NYC Taxi & Limousine Commission - Street Hail Livery,2451,3906,98.25
Jan-16,http://www1.nyc.gov/jobs/faqs.page,Jobs | Frequently Asked Questions | City of New York,2450,3022,163.93
Jan-16,http://www.nyc.gov/html/sbs/nycbiz/html/summary/certification.shtml,NYC Business Solutions - Summary of Services - Certification,2445,3047,136.58000000000001
Jan-16,http://www1.nyc.gov/nyc-resources/faq/316/can-i-park-when-asp-is-in-effect-and-the-street-sweeper-has-passed-or-is-late,Can I park when ASP is in effect and the street sweeper has passed or is late? | City of New York,2443,2589,22.72
Jan-16,http://www1.nyc.gov/assets/dsny/contact/contact-us.shtml,DSNY - Contact - Contact Us,2440,3687,46.48
Jan-16,http://www1.nyc.gov/assets/finance/jump/park_ticket_status.html,Parking Ticket Status,2434,2902,145.16
Jan-16,http://www1.nyc.gov/site/dca/businesses/license-checklist-general-vendor.page,license-checklist-general-vendor,2429,3229,207.82
Jan-16,http://www.nyc.gov/html/opa/html/tax_breaks/pension_plans.shtml,Office of Payroll Administration,2428,3247,133.22
Jan-16,http://www1.nyc.gov/nyc-resources/service/5460/311-mobile-app,311 Mobile App | City of New York,2418,2791,113.66
Jan-16,http://www1.nyc.gov/assets/finance/jump/water_payments.html,NYCServ - Water Payment History,2412,2807,164.7
Jan-16,http://www1.nyc.gov/site/buildings/codes/rules.page,Buildings - Rules,2407,3242,69.790000000000006
Jan-16,http://www1.nyc.gov/site/nonprofits/,NYC Nonprofits,2400,3194,89.14
Jan-16,http://www1.nyc.gov/site/finance/about/contact-us-visit-brooklyn.page,contact-us-visit Brooklyn Business Center,2399,3122,104.31
Jan-16,http://www1.nyc.gov/site/buildings/industry/design-professionals.page,Design Professionals,2396,3432,25.64
Jan-16,http://www.nyc.gov/html/tlc/html/passenger/passenger.shtml,NYC Taxi & Limousine Commission - Passenger Information,2393,3102,35.619999999999997
Jan-16,http://www1.nyc.gov/site/hra/about/snap-faqs.page,HRA - Supplemental Nutrition Assistance Program FAQs,2389,2913,143.55000000000001
Jan-16,http://www1.nyc.gov/assets/dsny/contact/programs/apartment-programs-inquiry.shtml,DSNY - Contact - Apartment Programs Inquiry,2372,3560,106.05
Jan-16,http://www.nyc.gov/html/doh/html/services/vr-id.shtml,Identification Requirements,2371,2779,149.04
Jan-16,http://www.nyc.gov/html/nypd/html/analysis_and_planning/historical_nyc_crime_data.shtml,Historical New York City Crime Data,2369,2821,167.59
Jan-16,http://www1.nyc.gov/site/finance/about/contact-us-visit-queens.page,contact-us-visit Queens Business Center,2369,3021,111.2
Jan-16,http://www1.nyc.gov/site/hpd/renters/after-you-apply.page,HPD - Renters - Find Housing - After You Apply,2365,2809,101.42
Jan-16,http://www.nyc.gov/html/fdny/html/cpr/index.shtml,FDNY Public CPR Training,2358,3148,107.03
Jan-16,http://www1.nyc.gov/site/acs/justice/juvenile-justice.page,ACS - Juvenile Justice,2358,3607,55.53
Jan-16,http://www1.nyc.gov/nyc-resources/service/2799/become-a-crossing-guard,Become a Crossing Guard | City of New York,2352,4679,16.059999999999999
Jan-16,http://www.nyc.gov/html/tlc/html/news/industry.shtml,NYC Taxi & Limousine Commission - Industry Notices,2345,4139,87.66
Jan-16,http://www.nyc.gov/html/tlc/html/about/trip_record_data.shtml,NYC Taxi & Limousine Commission - Trip Record Data,2344,2841,274.60000000000002
Jan-16,http://www.nyc.gov/html/nypd/html/pr/press_room.shtml,NYPD - Press Room,2342,2888,76.069999999999993
Jan-16,http://www1.nyc.gov/site/hpd/owners/compliance.page,compliance,2336,3167,30.32
Jan-16,http://www1.nyc.gov/assets/dsny/contact/services/other-sanitation-materials-request.shtml,DSNY - Contact - Other Materials Request,2336,2959,42.69
Jan-16,http://www1.nyc.gov/site/finance/benefits/property-benefit-forms/benefits-forms-property-tenants-scrie.page,SCRIE Tenant Forms,2335,2970,176.85
Jan-16,http://www.nyc.gov/html/ocme/html/faq/faq.shtml,Office of Chief Medical Examiner - Frequently Asked Questions,2331,2735,149.07
Jan-16,http://www.nyc.gov/html/tlc/html/passenger/sub_lost_prop_inquiry.shtml,NYC Taxi & Limousine Commission - Lost Property Inquiry,2330,3179,116.2
Jan-16,http://www1.nyc.gov/nyc-resources/service/1856/homeless-shelter-intake,Homeless Shelter Intake | City of New York,2330,3478,56.94
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-digital-tax-map.page,property-digital-tax-map,2326,2666,30.8
Jan-16,http://www1.nyc.gov/site/dhs/about/frequently-asked-questions.page,DHS - Frequently Asked Questions,2326,2710,222.57
Jan-16,http://www.nyc.gov/html/nypd/html/community_affairs/community_affairs.shtml,NYPD - Welcome to the Community Affairs Bureau,2324,3249,66.48
Jan-16,http://www.nyc.gov/html/fdny/apps/lppa_lookup/index.shtml,FDNY Licensed Place of Public Assembly Permit Database,2324,3542,129.34
Jan-16,http://www1.nyc.gov/site/ddc/about/about-ddc.page,About DDC,2323,3220,45
Jan-16,http://www.nyc.gov/html/doc/html/visit-an-inmate/visitor-dress-code.shtml,City of New York Department of Correction,2322,2692,137.47
Jan-16,http://www1.nyc.gov/site/doh/providers/nycmed.page,nycmed,2320,3050,301.54000000000002
Jan-16,http://www.nyc.gov/html/nypd/html/record_inquiries/criminal_records_section.shtml,NYPD - Record Inquiries,2319,3053,85.66
Jan-16,http://www1.nyc.gov/nycbusiness/description/food-service-establishment-permit/apply,"Business | City of New York, Food Service Establishment Permit,Food Service Establishment, Food Establishment, Restaurant, Permit",2304,3643,187.87
Jan-16,http://www.nyc.gov/html/oath/html/oath-tribunal/oath-tribunal.shtml,OATH - OATH Tribunal,2301,3390,42.41
Jan-16,http://www1.nyc.gov/site/hpd/renters/report-an-issue.page,HPD - Renters - Report an Issue,2295,3452,52.54
Jan-16,http://www1.nyc.gov/site/hpd/about/violation-data.page,HPD - Data & Policy - Violation Data,2295,3667,188.66
